sn,FID,agf,plotID,transect,County,genus,species,dbh,height,canopyd,latitude,longitude,altitude,accuracy
1351,2360,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,58,1000,300,-0.456654,37.0243602,1739.8,4.66
1352,3435,cropland_agroforestry,34,2,Homa Bay,Acacia,nilotica,6,170,100,-0.4566517,34.26179,1145.8,4.9
1353,2178,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,50,900,400,-0.4565808,37.024728,1695.2,4.966
1354,2500,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,15,1200,400,-0.4565676,37.0246943,1748.9,4.566
1355,2359,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,60,1100,430,-0.4565613,37.0242963,1739.8,4.88
1356,1445,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,20,400,500,-0.4565442,37.0247742,1748.7,3.92
1357,3441,cropland_agroforestry,34,2,Homa Bay,Grevillea,robusta 2,40,420,300,-0.4565433,34.261675,1145,4.8
1358,2179,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,40,800,250,-0.4565246,37.0246409,1694.9,4.96
1359,2358,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,64,980,430,-0.4565105,37.0243024,1739.9,4.8
1360,1444,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,15,450,400,-0.4564832,37.0247854,1749.2,3.65
1361,2439,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,25,1000,300,-0.4564455,37.0244952,1748.9,4.14
1362,1442,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,12,300,200,-0.4564339,37.0246782,1748.8,3.45
1363,2357,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,58,1100,350,-0.4564213,37.0241932,1740,4.7
1364,1358,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,25,700,600,-0.45642,37.0244566,1749.1,3.85
1365,2499,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,25,2200,400,-0.4564171,37.0245155,1749,3.466
1366,1503,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,20,800,650,-0.456413,37.024379,1749.5,4.4
1367,1443,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,70,350,300,-0.4563814,37.0245723,1695.6,4.84
1368,2356,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,70,950,320,-0.4563741,37.0242713,1740.1,4.82
1369,1357,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,35,900,700,-0.456368,37.0243798,1749.5,4.05
1370,1504,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,50,350,200,-0.4563271,37.0246414,1695.8,4.74
1371,1434,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,15,600,450,-0.4563132,37.0243704,1749.9,4.5
1372,1320,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,20,500,200,-0.4563112,37.0243309,1844.4,4.933
1373,2594,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,46,2300,350,-0.4563084,37.0244429,1844.4,4.9
1374,2176,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,80,1100,100,-0.4563075,37.0245914,1695.5,4.82
1375,2595,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,76,2400,450,-0.4562933,37.0243122,1844.4,4.84
1376,1441,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,50,400,200,-0.4562623,37.0246142,1695,4.95
1377,3449,cropland_agroforestry,34,2,Homa Bay,Grevillea,robusta 2,10,400,100,-0.456254,34.2613918,1143.8,4.566
1378,1440,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,60,500,250,-0.4562511,37.0245851,1695.1,4.76
1379,2497,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,32,2200,600,-0.456232,37.0244036,1751.1,3.733
1380,2177,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,90,900,100,-0.4562273,37.0244728,1695.2,4.5
1381,2498,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,40,2300,700,-0.4562151,37.0243951,1750.9,3.775
1382,1526,cropland_agroforestry,122,4,Nyeri,Acacia,mearnsii,8,600,130,-0.4561769,37.0244635,1844.4,5
1383,1359,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,45,510,300,-0.4561517,37.024057,1739.6,4.975
1384,2355,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,58,1000,320,-0.4561244,37.0240328,1739.5,4.78
1385,3446,cropland_agroforestry,34,2,Homa Bay,Grevillea,robusta 2,25,750,450,-0.4561083,34.2613867,1120.8,4.2
1386,1435,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,35,530,300,-0.4560806,37.0240558,1740.5,4.96
1387,2353,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,60,1100,300,-0.4560721,37.0240223,1739.8,4.96
1388,2354,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,64,1050,250,-0.45606,37.0239735,1739.6,4.975
1389,1432,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,30,430,300,-0.4560531,37.0241982,1739.1,4.86
1390,1436,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,65,400,300,-0.4560389,37.0243598,1696.5,4.68
1391,1438,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,40,450,300,-0.4560384,37.0241289,1695.7,4.82
1392,2593,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,70,2200,400,-0.456038,37.0245373,1844.4,4.94
1393,1430,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,55,250,150,-0.4560335,37.0240774,1739.6,5
1394,1433,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,70,650,250,-0.4560225,37.0241699,1696.5,4.766
1395,1437,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,60,550,250,-0.4560201,37.0242226,1696.4,4.86
1396,2352,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,54,950,300,-0.4560122,37.024014,1739.4,4.833
1397,2175,cropland_agroforestry,122,4,Nyeri,Grevillea,robusta,85,1300,300,-0.4559893,37.0243347,1696.7,4.4
1398,1439,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,40,500,250,-0.4559764,37.0240826,1695.6,4.78
1399,1431,cropland_agroforestry,122,4,Nyeri,Musa,acuminata,38,230,110,-0.4559373,37.0240737,1739.3,4.86
1400,1562,cropland_agroforestry,122,4,Nyeri,Eucalyptus,grandis,110,1500,850,-0.4558406,37.0241963,1696.5,4.383
1401,1563,cropland_agroforestry,122,4,Nyeri,Eucalyptus,grandis,120,1600,800,-0.4558274,37.0242824,1691.8,4.98
1402,2564,cropland_agroforestry,140,4,Embu,Grevillea,robusta,55,300,60,-0.4468967,37.5575908,1400.1,4.8
1403,1347,cropland_agroforestry,140,4,Embu,Musa,acuminata,15,700,500,-0.446882,37.5573581,1420.7,4.94
1404,1348,cropland_agroforestry,140,4,Embu,Musa,acuminata,15,800,600,-0.4468584,37.5573154,1420.6,4.84
1405,2565,cropland_agroforestry,140,4,Embu,Grevillea,robusta,34,800,400,-0.4468362,37.5575842,1399.9,4.76
1406,2244,cropland_agroforestry,140,4,Embu,Grevillea,robusta,21,750,250,-0.4468315,37.5573688,1421,4.716
1407,2243,cropland_agroforestry,140,4,Embu,Grevillea,robusta,42,1150,650,-0.4468213,37.5574318,1421,4.96
1408,1377,cropland_agroforestry,140,4,Embu,Musa,acuminata,12,650,500,-0.4467895,37.5572756,1420.7,4.966
1409,2137,cropland_agroforestry,140,4,Embu,Grevillea,robusta,35,1200,400,-0.4467767,37.5576534,1408.1,4.933
1410,1350,cropland_agroforestry,140,4,Embu,Musa,acuminata,12,800,600,-0.4467376,37.5572506,1420.6,5
1411,1501,cropland_agroforestry,140,4,Embu,Musa,acuminata,20,400,500,-0.4467322,37.5574887,1408.8,4.94
1412,2316,cropland_agroforestry,140,4,Embu,Grevillea,robusta,45,900,200,-0.4467152,37.5576358,1404.8,4.733
1413,1349,cropland_agroforestry,140,4,Embu,Musa,acuminata,35,530,330,-0.4467123,37.5575073,1405.4,4.88
1414,1410,cropland_agroforestry,140,4,Embu,Musa,acuminata,48,680,430,-0.4467097,37.5572955,1405.3,4.8
1415,2317,cropland_agroforestry,140,4,Embu,Grevillea,robusta,48,1100,300,-0.4466901,37.5574801,1405.6,4.88
1416,1411,cropland_agroforestry,140,4,Embu,Musa,acuminata,20,500,300,-0.4466865,37.5575183,1408.8,4.816
1417,1351,cropland_agroforestry,140,4,Embu,Musa,acuminata,40,560,300,-0.4466861,37.5573874,1406.1,4.92
1418,1378,cropland_agroforestry,140,4,Embu,Musa,acuminata,20,900,600,-0.4466768,37.5572375,1420.5,4.75
1419,1412,cropland_agroforestry,140,4,Embu,Musa,acuminata,75,600,500,-0.4466211,37.5570634,1408.3,4.5
1420,2138,cropland_agroforestry,140,4,Embu,Grevillea,robusta,60,1200,400,-0.4466053,37.5573576,1408.8,4.68
1421,2318,cropland_agroforestry,140,4,Embu,Grevillea,robusta,42,1150,280,-0.4465895,37.5571805,1406.8,4.933
1422,3400,pasture_agroforestry,33,2,Homa Bay,Acacia,nilotica,40,500,300,-0.4432047,34.2371285,1132.9,4.95
1423,3426,pasture_agroforestry,33,2,Homa Bay,Acacia,nilotica,65,650,830,-0.4427992,34.2377582,1120.1,4.95
1424,3409,pasture_agroforestry,33,2,Homa Bay,Acacia,tortilis,45,1100,750,-0.442256,34.2383711,734.2,4.85
1425,2505,cropland_agroforestry,119,4,Nyeri,Grevillea,robusta,35,1500,600,-0.4403367,36.9084099,1975.1,2.333
1426,2506,cropland_agroforestry,119,4,Nyeri,Grevillea,robusta,30,1000,700,-0.4403184,36.9083099,1974.3,3.7
1427,1361,cropland_agroforestry,119,4,Nyeri,Musa,acuminata,10,250,200,-0.4402967,36.9084083,1974.4,2.3
1428,1448,cropland_agroforestry,119,4,Nyeri,Musa,acuminata,20,350,200,-0.4402918,36.9083027,1966.9,4.2
1429,1450,cropland_agroforestry,119,4,Nyeri,Musa,acuminata,20,500,300,-0.4402432,36.9082371,1966.2,4.966
1430,1449,cropland_agroforestry,119,4,Nyeri,Musa,acuminata,12,300,250,-0.4402275,36.9083904,1974.3,2.475
1431,1447,cropland_agroforestry,119,4,Nyeri,Musa,acuminata,20,350,250,-0.440191,36.9082197,1967,4.98
1432,3984,cropland_agroforestry,37,1,Homa Bay,Grevillea,robusta 2,35,600,130,-0.4375148,34.9572639,1552.7,4.1
1433,3985,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,18,400,200,-0.4375117,34.9573717,1556.6,4.8
1434,3986,cropland_agroforestry,37,1,Homa Bay,Grevillea,robusta 2,40,630,120,-0.4375065,34.9572192,1553.8,4.966
1435,3988,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,18,400,200,-0.4374887,34.9574083,1556.4,4.916
1436,4007,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,15,300,150,-0.4374818,34.9574396,1556.4,4.74
1437,4001,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,45,320,300,-0.437395,34.9573667,1553.7,4.9
1438,3997,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,20,220,100,-0.43739,34.95739,1553.8,3.5
1439,4000,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,35,380,150,-0.4373354,34.9573756,1553.7,4.74
1440,4002,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,48,600,200,-0.437313,34.9574673,1575.4,4.85
1441,4008,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,40,430,150,-0.437312,34.9574756,1553.6,4.2
1442,3992,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,35,230,100,-0.4373058,34.9574222,1553.9,3.98
1443,4013,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,25,320,200,-0.4372995,34.9576417,1556.3,4.9
1444,4006,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,20,400,130,-0.4372991,34.9574063,1575.3,4.633
1445,4009,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,20,400,200,-0.4372879,34.9576411,1556.3,4.86
1446,3996,cropland_agroforestry,37,1,Homa Bay,Eucalyptus,robusta 1,70,1100,500,-0.437285,34.9573624,1553.7,4.54
1447,4005,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,40,400,130,-0.437256,34.9574786,1553.9,4.74
1448,4010,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,50,340,100,-0.4372533,34.95749,1554.2,4.9
1449,4012,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,45,430,130,-0.4372319,34.9576096,1554.3,2.9
1450,4014,cropland_agroforestry,37,1,Homa Bay,Musa,acuminata,25,230,130,-0.43723,34.95758,1554.2,4.4
1451,4021,cropland_agroforestry,37,1,Homa Bay,Grevillea,robusta 2,40,600,200,-0.4371033,34.957836,1555.6,5
1452,4019,cropland_agroforestry,37,1,Homa Bay,Eucalyptus,robusta 1,100,1300,250,-0.4370657,34.9582342,1555.6,3.2
1453,4017,cropland_agroforestry,37,1,Homa Bay,Grevillea,robusta 2,60,650,100,-0.436995,34.95802,1555.3,4.2
1454,4015,cropland_agroforestry,37,1,Homa Bay,Grevillea,robusta 2,70,800,300,-0.4369883,34.9579275,1554.9,4.85
1455,2488,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,12,700,150,-0.433412,37.2526243,1860,5.85
1456,2344,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,60,1000,200,-0.4333974,37.2529317,1831.4,4.98
1457,2576,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,26,730,120,-0.4333735,37.2528264,1831.7,4.866
1458,2485,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,12,800,150,-0.4333711,37.2522973,1863,4.74
1459,2584,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,30,650,100,-0.433368,37.2527621,1849.3,4.933
1460,2335,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,320,690,70,-0.4333636,37.2531145,1831.4,4.9
1461,2336,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,6,330,120,-0.4333487,37.2530907,1831.3,4.92
1462,2585,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,26,700,150,-0.4333235,37.252845,1849.2,4.95
1463,2339,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,38,580,100,-0.433316,37.2532564,1831.4,4.98
1464,2583,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,60,1500,420,-0.4333074,37.2527771,1850.8,4.94
1465,2342,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,38,610,110,-0.4333064,37.2533665,1831.3,4.98
1466,2487,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,18,800,150,-0.4333018,37.2523578,1857.5,4.6
1467,2581,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,24,700,130,-0.4332999,37.2527535,1830.4,4.66
1468,2578,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,36,600,200,-0.4332994,37.2528236,1829.6,4.366
1469,2337,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,40,650,80,-0.4332917,37.2532136,1831.3,4.916
1470,2334,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,35,680,80,-0.4332876,37.2530781,1833.1,4.78
1471,2333,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,38,630,100,-0.4332833,37.2531062,1832.2,4.5
1472,2341,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,40,650,70,-0.4332779,37.2532811,1831.3,4.98
1473,2579,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,48,1100,350,-0.4332776,37.2528122,1829.6,4.56
1474,2338,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,40,630,80,-0.4332749,37.2533109,1831.3,4.96
1475,2343,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,72,1000,250,-0.4332709,37.2532629,1831.3,4.98
1476,2490,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,10,800,120,-0.4332679,37.2525916,1859.3,4.74
1477,2163,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,80,1100,250,-0.4332563,37.2532175,1828.2,4.76
1478,2582,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,72,1500,400,-0.4332562,37.2526802,1831.1,4.34
1479,2261,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,35,850,320,-0.4332467,37.2523691,1852,3.76
1480,2489,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,13,800,150,-0.4332463,37.2525141,1859.8,4.98
1481,2340,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,42,640,100,-0.4332388,37.2533434,1831.3,4.94
1482,2577,natural_forest_agroforestry,156,4,Kirinyaga,Grevillea,robusta,34,800,300,-0.4332366,37.2529763,1829,4.98
1483,2159,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,40,800,250,-0.4332257,37.2530556,1826.7,5
1484,2160,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,50,1200,250,-0.433223,37.2530169,1828.2,4.966
1485,2161,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,60,1000,300,-0.4332125,37.2531283,1828.2,4.9
1486,2164,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,60,1000,150,-0.4332111,37.2533206,1829.5,4.5
1487,2580,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,42,650,180,-0.4332107,37.2525287,1829.8,4.883
1488,2259,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,25,650,200,-0.4332016,37.252165,1851.7,3.925
1489,2165,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,80,1000,200,-0.433198,37.2534805,1829.5,4.94
1490,2264,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,45,850,350,-0.4331918,37.2527016,1843.1,4.975
1491,1574,cropland_agroforestry,146,4,Kirinyaga,Eucalyptus,grandis,30,2000,500,-0.433178,37.2520536,1863.1,4.5
1492,2168,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,50,800,100,-0.4331739,37.2531023,1829.8,4.88
1493,2162,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,70,800,250,-0.4331699,37.2531463,1828.2,5
1494,2486,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,5,300,100,-0.4331663,37.2519934,1863,4.883
1495,2262,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,25,650,350,-0.4331662,37.2523854,1851.9,4.9
1496,2345,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,38,700,240,-0.4331579,37.2528099,1831.2,4.86
1497,2258,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,28,750,200,-0.4331456,37.2521767,1851.7,4.433
1498,1596,cropland_agroforestry,146,4,Kirinyaga,Eucalyptus,grandis,30,1700,650,-0.4331336,37.2521113,1862.9,4.96
1499,1575,cropland_agroforestry,146,4,Kirinyaga,Eucalyptus,grandis,25,1700,500,-0.433127,37.2522122,1863,4.98
1500,2166,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,40,900,150,-0.433121,37.2535588,1829.7,4.7
1501,2263,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,45,850,350,-0.4331172,37.25268,1853.9,3.56
1502,2260,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,35,950,250,-0.4330783,37.2525567,1852.6,4
1503,2169,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,50,900,150,-0.4330463,37.2529952,1829.8,3.8
1504,2167,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,50,1000,100,-0.4330451,37.2535118,1829.8,4.86
1505,2170,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,60,1100,250,-0.4330045,37.2529727,1829.8,3.366
1506,2171,cropland_agroforestry,146,4,Kirinyaga,Grevillea,robusta,40,1100,100,-0.4329982,37.2529732,1829.8,4.433
1507,2664,natural_forest_agroforestry,138,4,Embu,Acacia,senegal,5,400,500,-0.4212774,37.8474246,784.9,4.633
1508,2663,natural_forest_agroforestry,138,4,Embu,Acacia,senegal,5,300,400,-0.4212032,37.8473345,785.4,3.2
1509,2665,natural_forest_agroforestry,138,4,Embu,Acacia,senegal,6,350,500,-0.4210941,37.8474428,785.1,4.1
1510,2660,natural_forest_agroforestry,138,4,Embu,Acacia,senegal,20,450,350,-0.4210137,37.8472053,730.3,4.88
1511,2659,natural_forest_agroforestry,138,4,Embu,Acacia,senegal,20,480,260,-0.4210031,37.8472208,770.4,3.84
1512,2657,natural_forest_agroforestry,138,4,Embu,Acacia,senegal,20,500,300,-0.4206788,37.8470273,769,4.92
1513,2661,natural_forest_agroforestry,138,4,Embu,Acacia,senegal,18,450,350,-0.4205931,37.847293,731.6,4.783
1514,2658,natural_forest_agroforestry,138,4,Embu,Acacia,senegal,30,560,400,-0.4204538,37.8471318,769.2,4.88
1515,1647,cropland_agroforestry,118,4,Nyeri,Eucalyptus,robusta,26,750,200,-0.399514,36.9536082,1773.2,4.84
1516,3032,cropland_agroforestry,118,4,Nyeri,Eucalyptus,camaldulensi,40,800,600,-0.3995123,36.9536444,1771.7,4.566
1517,2283,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,22,680,330,-0.399342,36.9528597,1761.2,4.866
1518,2110,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,100,1100,350,-0.3993171,36.9527534,1763.6,4.933
1519,2281,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,50,710,300,-0.3992998,36.9530874,1761,4.983
1520,2282,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,40,820,310,-0.3992985,36.9529684,1761.2,4.96
1521,2098,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,50,900,400,-0.3992381,36.9530454,1763.2,3.4
1522,2237,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,68,1250,450,-0.3992366,36.9528423,1811.1,5
1523,2238,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,65,1150,450,-0.3992279,36.9527788,1811.6,4.78
1524,2239,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,35,950,250,-0.3991076,36.952852,1811.5,4.52
1525,2419,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,25,1200,600,-0.3990176,36.953277,1792.9,4.32
1526,2450,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,30,2000,650,-0.3990096,36.9528533,1793,4.983
1527,2449,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,25,1500,600,-0.398943,36.9528881,1794.2,4.64
1528,2448,cropland_agroforestry,118,4,Nyeri,Grevillea,robusta,30,1500,500,-0.3988179,36.9529573,1793.8,4.84
1529,2431,cropland_agroforestry,139,4,Embu,Grevillea,robusta,15,1200,700,-0.3808199,37.5322326,1734.6,4.66
1530,2478,cropland_agroforestry,139,4,Embu,Grevillea,robusta,35,2200,700,-0.3807898,37.5322271,1734.5,4.68
1531,2140,cropland_agroforestry,139,4,Embu,Grevillea,robusta,60,1000,450,-0.3807884,37.532355,1712.3,5
1532,1352,cropland_agroforestry,139,4,Embu,Musa,acuminata,20,800,600,-0.3807044,37.5319746,1737.5,4.62
1533,2141,cropland_agroforestry,139,4,Embu,Grevillea,robusta,75,1200,400,-0.3806869,37.5324136,1712.2,4.766
1534,1502,cropland_agroforestry,139,4,Embu,Musa,acuminata,25,900,550,-0.3806862,37.532151,1735.3,4.46
1535,1632,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,75,1400,300,-0.3806794,37.5325931,1663.1,4.84
1536,1635,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,80,1100,400,-0.3806558,37.5325245,1712.1,4.96
1537,1633,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,100,1300,500,-0.3806443,37.5326121,1711.6,4.733
1538,1353,cropland_agroforestry,139,4,Embu,Musa,acuminata,15,500,600,-0.3806346,37.5319789,1737.4,4.5
1539,2139,cropland_agroforestry,139,4,Embu,Grevillea,robusta,70,1100,350,-0.380618,37.5326967,1711.8,4.966
1540,2319,cropland_agroforestry,139,4,Embu,Grevillea,robusta,40,890,380,-0.3806139,37.5324834,1612.3,4.7
1541,2245,cropland_agroforestry,139,4,Embu,Grevillea,robusta,65,1350,650,-0.3806135,37.5321518,1726,3.9
1542,1637,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,100,2000,350,-0.3805948,37.5328847,1620.2,4.975
1543,1634,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,88,2000,300,-0.3805661,37.5327639,1665.2,5
1544,1648,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,14,500,80,-0.3805441,37.5327414,1718.1,4.64
1545,1649,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,18,600,130,-0.3804995,37.5326684,1718.1,4.76
1546,1636,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,60,1200,200,-0.3804984,37.5325955,1712.2,4.98
1547,1638,cropland_agroforestry,139,4,Embu,Eucalyptus,robusta,85,2200,350,-0.38049,37.5327287,1612.4,4.86
1548,1569,cropland_agroforestry,139,4,Embu,Eucalyptus,grandis,25,850,280,-0.3802305,37.5327766,1724.5,4.82
1549,1568,cropland_agroforestry,139,4,Embu,Eucalyptus,grandis,34,950,250,-0.3802144,37.5324316,1724.6,4.94
1550,1567,cropland_agroforestry,139,4,Embu,Eucalyptus,grandis,35,950,450,-0.380178,37.5320907,1725.7,4.96
1551,1573,cropland_agroforestry,139,4,Embu,Eucalyptus,grandis,35,1050,350,-0.3801645,37.5323523,1725,4.68
1552,3344,pasture_agroforestry,46,1,Kisumu,Eucalyptus,robusta 1,60,700,250,-0.2933729,34.9451077,1191.9,4.6
1553,3349,pasture_agroforestry,46,1,Kisumu,Grevillea,robusta 2,60,800,350,-0.2933433,34.945185,1150.1,4.7
1554,3357,pasture_agroforestry,46,1,Kisumu,Acacia,nilotica,60,900,350,-0.2932778,34.9452928,1149.9,4.733
1555,3361,pasture_agroforestry,46,1,Kisumu,Grevillea,robusta 2,30,600,120,-0.2932611,34.9454123,1149.8,5
1556,3347,pasture_agroforestry,46,1,Kisumu,Grevillea,robusta 2,30,800,300,-0.2932437,34.9451857,1158.3,4.62
1557,3364,pasture_agroforestry,46,1,Kisumu,Eucalyptus,robusta 1,65,1300,350,-0.2932427,34.9454968,1149.6,4.88
1558,3342,pasture_agroforestry,46,1,Kisumu,Grevillea,robusta 2,10,600,200,-0.2932313,34.9452813,1158.1,4.94
1559,3359,pasture_agroforestry,46,1,Kisumu,Acacia,nilotica,45,1000,550,-0.2932143,34.9452315,1158.3,4.916
1560,3350,pasture_agroforestry,46,1,Kisumu,Eucalyptus,robusta 1,50,900,350,-0.2932131,34.9451754,1158.2,4.95
1561,3354,pasture_agroforestry,46,1,Kisumu,Grevillea,robusta 2,35,700,350,-0.2931973,34.9451667,1158.2,4.94
1562,3348,pasture_agroforestry,46,1,Kisumu,Grevillea,robusta 2,40,800,100,-0.2931686,34.9452289,1193.3,4.68
1563,3351,pasture_agroforestry,46,1,Kisumu,Eucalyptus,robusta 1,50,650,100,-0.2931667,34.9452283,1193.3,4.9
1564,3353,pasture_agroforestry,46,1,Kisumu,Grevillea,robusta 2,7,450,100,-0.2931633,34.9452317,1193.4,4.9
1565,3358,pasture_agroforestry,46,1,Kisumu,Eucalyptus,robusta 1,40,800,100,-0.2931576,34.9454829,1193.3,4.66
1566,3355,pasture_agroforestry,46,1,Kisumu,Grevillea,robusta 2,40,750,120,-0.2931307,34.9452743,1193.3,4.9
1567,2667,natural_forest_agroforestry,137,4,Tharaka Nithi,Acacia,senegal,12,800,650,-0.2690587,37.8890525,768.8,4.68
