uid,species,latitude,longitude,occurrence,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,slope,aspect,hillshade,twi
6042,Acacia,-4.5374288,39.139728,1,27.39999962,9,64.69999695,160.1000061,34.5,20.60000038,13.89999962,28.39999962,28.89999962,29.29999924,25.39999962,1143,218,27,63.90000153,539,142,174,192,74,0.6147339,133.05743,0.69948393,5.2279015
5988,Eucalyptus,-4.5224921,39.1836801,1,27.60000038,8.800000191,64.59999847,159.8000031,34.59999847,20.89999962,13.69999981,28.60000038,29,29.5,25.60000038,1116,235,24,66.90000153,529,128,154,191,34,0.16611631,142.69472,0.70507216,10.077397
5985,Eucalyptus,-4.5224869,39.1836769,1,27.60000038,8.800000191,64.59999847,159.8000031,34.59999847,20.89999962,13.69999981,28.60000038,29,29.5,25.60000038,1116,235,24,66.90000153,529,128,154,191,34,0.16611631,142.69472,0.70507216,10.077397
5982,Eucalyptus,-4.5224796,39.1836572,1,27.60000038,8.800000191,64.59999847,159.8000031,34.59999847,20.89999962,13.69999981,28.60000038,29,29.5,25.60000038,1116,235,24,66.90000153,529,128,154,191,34,0.16611631,142.69472,0.70507216,10.077397
5932,Eucalyptus,-4.4722812,39.1899285,1,27.20000076,8.899999619,65.19999695,160.1000061,34.20000076,20.5,13.69999981,28.20000076,28.60000038,29,25.10000038,1163,237,26,67.80000305,559,137,166,190,96,0.9501774,176.26205,0.69819516,5.485536
5806,Musa,-4.3089696,39.4565392,1,26.70000076,8,63.90000153,155.3999939,33.09999847,20.60000038,12.5,26.20000076,28,28.5,24.70000076,1249,283,21,73.40000153,618,126,132,227,133,0.799387,81.0508,0.70123225,5.3706846
5771,Musa,-4.2955492,39.4398417,1,26.20000076,7.800000191,64.30000305,150.6000061,32.40000153,20.29999924,12.10000038,25.79999924,27.39999962,27.89999962,24.20000076,1224,262,19,68.30000305,580,131,132,227,189,2.2646062,263.89554,0.72409874,3.9234524
5763,Eucalyptus,-4.2955415,39.4398358,1,26.20000076,7.800000191,64.30000305,150.6000061,32.40000153,20.29999924,12.10000038,25.79999924,27.39999962,27.89999962,24.20000076,1224,262,19,68.30000305,580,131,132,227,189,2.2646062,263.89554,0.72409874,3.9234524
5772,Musa,-4.2954878,39.4423249,1,26,7.900000095,64,152.1000061,32.29999924,20,12.30000019,25.60000038,27.29999924,27.70000076,24.10000038,1248,265,22,67.80000305,588,141,144,223,227,1.1682981,140.49965,0.6926088,4.5856876
5694,Musa,-4.0765856,39.4119583,1,26,8.699999809,65.19999695,150.1999969,32.90000153,19.60000038,13.30000019,27.10000038,27.89999962,27.70000076,24.10000038,929,167,24,52.90000153,369,124,124,170,240,0.4275487,358.96274,0.71088505,5.5910425
5712,Musa,-4.0765548,39.4119787,1,26,8.699999809,65.19999695,150.1999969,32.90000153,19.60000038,13.30000019,27.10000038,27.89999962,27.70000076,24.10000038,929,167,24,52.90000153,369,124,124,170,240,0.4275487,358.96274,0.71088505,5.5910425
5696,Eucalyptus,-4.076513,39.4119863,1,26,8.699999809,65.19999695,150.1999969,32.90000153,19.60000038,13.30000019,27.10000038,27.89999962,27.70000076,24.10000038,929,167,24,52.90000153,369,124,124,170,240,0.4275487,358.96274,0.71088505,5.5910425
5699,Musa,-4.0765105,39.4119801,1,26,8.699999809,65.19999695,150.1999969,32.90000153,19.60000038,13.30000019,27.10000038,27.89999962,27.70000076,24.10000038,929,167,24,52.90000153,369,124,124,170,240,0.4275487,358.96274,0.71088505,5.5910425
5705,Musa,-4.0764864,39.4119135,1,26,8.699999809,65.19999695,150.1999969,32.90000153,19.60000038,13.30000019,27.10000038,27.89999962,27.70000076,24.10000038,929,167,24,52.90000153,369,124,124,170,240,0.4275487,358.96274,0.71088505,5.5910425
5695,Musa,-4.076391,39.4121397,1,26,8.699999809,65.19999695,150.1999969,32.90000153,19.60000038,13.30000019,27.10000038,27.89999962,27.70000076,24.10000038,929,167,24,52.90000153,369,124,124,170,240,0.4275487,358.96274,0.71088505,5.5910425
5665,Acacia,-4.0006126,39.3975862,1,26.29999924,8.800000191,66.09999847,149.8000031,33.20000076,19.89999962,13.30000019,27.60000038,28.10000038,28,24.39999962,870,151,24,51.59999847,345,122,218,157,182,0.5597269,33.576736,0.70844114,5.3216486
5667,Acacia,-4.0006117,39.3975765,1,26.29999924,8.800000191,66.09999847,149.8000031,33.20000076,19.89999962,13.30000019,27.60000038,28.10000038,28,24.39999962,870,151,24,51.59999847,345,122,218,157,182,0.5597269,33.576736,0.70844114,5.3216486
6043,Acacia,-4.000412,39.3985954,1,26.29999924,8.800000191,66.09999847,149.8000031,33.20000076,19.89999962,13.30000019,27.60000038,28.10000038,28,24.39999962,870,151,24,51.59999847,345,122,218,157,182,0.5597269,33.576736,0.70844114,5.3216486
5680,Acacia,-4.0003982,39.3985974,1,26.29999924,8.800000191,66.09999847,149.8000031,33.20000076,19.89999962,13.30000019,27.60000038,28.10000038,28,24.39999962,870,151,24,51.59999847,345,122,218,157,182,0.5597269,33.576736,0.70844114,5.3216486
5652,Acacia,-3.9997049,39.3982666,1,26.39999962,8.800000191,66.19999695,149.8999939,33.29999924,20,13.30000019,27.70000076,28.20000076,28.10000038,24.5,861,149,23,50.79999924,338,121,212,157,168,0.5334674,64.0823,0.7049238,8.043851
5675,Eucalyptus,-3.9996672,39.3985723,1,26.39999962,8.800000191,66.19999695,149.8999939,33.29999924,20,13.30000019,27.70000076,28.20000076,28.10000038,24.5,861,149,23,50.79999924,338,121,212,157,168,0.5334674,64.0823,0.7049238,8.043851
5664,Acacia,-3.9996008,39.3985359,1,26.39999962,8.800000191,66.19999695,149.8999939,33.29999924,20,13.30000019,27.70000076,28.20000076,28.10000038,24.5,861,149,23,50.79999924,338,121,212,157,168,0.5334674,64.0823,0.7049238,8.043851
5656,Acacia,-3.9996008,39.3984232,1,26.39999962,8.800000191,66.19999695,149.8999939,33.29999924,20,13.30000019,27.70000076,28.20000076,28.10000038,24.5,861,149,23,50.79999924,338,121,212,157,168,0.5334674,64.0823,0.7049238,8.043851
5662,Acacia,-3.9995657,39.3984427,1,26.39999962,8.800000191,66.19999695,149.8999939,33.29999924,20,13.30000019,27.70000076,28.20000076,28.10000038,24.5,861,149,23,50.79999924,338,121,212,157,168,0.5334674,64.0823,0.7049238,8.043851
5668,Acacia,-3.9995174,39.3984937,1,26.39999962,8.800000191,66.19999695,149.8999939,33.29999924,20,13.30000019,27.70000076,28.20000076,28.10000038,24.5,861,149,23,50.79999924,338,121,212,157,168,0.5334674,64.0823,0.7049238,8.043851
5666,Acacia,-3.9995141,39.3984949,1,26.39999962,8.800000191,66.19999695,149.8999939,33.29999924,20,13.30000019,27.70000076,28.20000076,28.10000038,24.5,861,149,23,50.79999924,338,121,212,157,168,0.5334674,64.0823,0.7049238,8.043851
5217,Musa,-3.9912602,39.5944562,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5208,Musa,-3.991225,39.5944993,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5196,Musa,-3.9911765,39.594614,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5186,Musa,-3.9911362,39.5946542,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5216,Musa,-3.9911222,39.5947404,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5211,Musa,-3.9911144,39.5947475,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5207,Musa,-3.991076,39.5947581,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5201,Musa,-3.9910715,39.5949772,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5177,Musa,-3.9910539,39.5947716,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5198,Musa,-3.9910515,39.5947798,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5180,Musa,-3.9910446,39.594601,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5200,Musa,-3.9910133,39.5948152,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5209,Musa,-3.9910008,39.5949647,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5206,Musa,-3.9909829,39.5949972,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5195,Musa,-3.9909825,39.5950089,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5187,Musa,-3.9909823,39.5948163,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5183,Musa,-3.9909792,39.5949569,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5210,Musa,-3.9909785,39.5949856,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5212,Musa,-3.9909761,39.595003,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5190,Musa,-3.990975,39.5950108,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5203,Musa,-3.9908936,39.5949161,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5205,Musa,-3.9908498,39.5949581,1,27.5,8.300000191,65.80000305,147.6000061,34,21.39999962,12.60000038,27.20000076,29.20000076,29.20000076,25.60000038,1217,278,21,72.19999695,590,135,317,209,18,0.4701528,107.31148,0.7019452,8.021778
5298,Musa,-3.9804678,39.6283638,1,27.5,8.100000381,65.09999847,147,34,21.5,12.5,27.20000076,29.10000038,29.20000076,25.60000038,1149,274,18,72.5,557,120,275,203,20,0.76326746,165.31723,0.69891274,5.0114617
5318,Musa,-3.9784941,39.6559081,1,27.60000038,8.100000381,64.30000305,147,34.20000076,21.60000038,12.60000038,27.29999924,29.20000076,29.29999924,25.70000076,1188,281,20,72.30000305,576,130,291,205,12,0.26098633,149.72873,0.7039844,6.0846543
5647,Acacia,-3.9781507,39.4608079,1,26.60000038,8.699999809,65.69999695,150.8000031,33.59999847,20.29999924,13.30000019,27.79999924,28.39999962,28.39999962,24.70000076,946,181,21,57,396,123,123,170,148,0.47303057,14.205524,0.7100714,5.489947
5388,Musa,-3.9721152,39.6823483,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5376,Acacia,-3.9720762,39.6820252,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5387,Musa,-3.9720086,39.6820492,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5391,Musa,-3.9720046,39.682049,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5399,Musa,-3.9719908,39.6821701,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5396,Musa,-3.9719885,39.6821723,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5408,Musa,-3.9719734,39.6821936,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5420,Musa,-3.9719666,39.6822144,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5390,Musa,-3.9719635,39.681712,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5422,Musa,-3.9719534,39.6822069,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5404,Musa,-3.9719529,39.6820625,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5425,Musa,-3.9719386,39.6822226,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5401,Musa,-3.9719368,39.6823092,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5406,Musa,-3.9719276,39.6823135,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5423,Musa,-3.9719096,39.6823269,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5426,Musa,-3.971902,39.6823283,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5421,Musa,-3.971848,39.6821158,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5415,Musa,-3.9718132,39.6818354,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5434,Musa,-3.9717308,39.6822286,1,27.39999962,8.100000381,63.79999924,147.3999939,34.09999847,21.39999962,12.69999981,27.10000038,28.89999962,29.10000038,25.5,1091,265,17,71,518,109,235,201,46,0.871591,300.5482,0.7174408,4.878732
5375,Eucalyptus,-3.9666074,39.7319136,1,27.39999962,7.800000191,64.69999695,141.6000061,33.70000076,21.70000076,12,27.20000076,28.89999962,29.10000038,25.60000038,1133,265,20,72.59999847,553,126,288,191,22,0.26351038,42.490192,0.7072417,6.0750294
5454,Eucalyptus,-3.9487089,39.6849979,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5461,Eucalyptus,-3.9486934,39.6850327,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5458,Eucalyptus,-3.9486932,39.6850305,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5443,Eucalyptus,-3.9486875,39.6850394,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5465,Eucalyptus,-3.9486673,39.6850066,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5475,Eucalyptus,-3.9486549,39.6851207,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5469,Eucalyptus,-3.9486506,39.6851133,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5491,Eucalyptus,-3.94859,39.6850428,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5484,Eucalyptus,-3.9485897,39.6850444,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5496,Eucalyptus,-3.9485779,39.6850637,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5499,Eucalyptus,-3.9485572,39.6850968,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5504,Eucalyptus,-3.9485566,39.6850973,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5503,Acacia,-3.9484849,39.6849253,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5490,Eucalyptus,-3.948475,39.6853944,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5462,Eucalyptus,-3.9484617,39.6860087,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5487,Eucalyptus,-3.9484573,39.685332,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5451,Eucalyptus,-3.9484523,39.6860231,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5478,Eucalyptus,-3.9484496,39.6860146,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5444,Eucalyptus,-3.9484476,39.686013,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5473,Eucalyptus,-3.9484452,39.6860198,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5466,Eucalyptus,-3.9484437,39.6860124,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5456,Eucalyptus,-3.9484404,39.6860186,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5494,Eucalyptus,-3.9483943,39.6854218,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5510,Eucalyptus,-3.9483914,39.6849202,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5506,Eucalyptus,-3.948383,39.6854604,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5497,Eucalyptus,-3.9483827,39.6854329,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5502,Eucalyptus,-3.94838,39.685449,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5508,Eucalyptus,-3.9483763,39.6849406,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5513,Eucalyptus,-3.9483632,39.6855206,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5505,Acacia,-3.9483129,39.685521,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5509,Acacia,-3.9482121,39.6858208,1,27.39999962,8,64.40000153,146.5,34,21.60000038,12.39999962,27.20000076,29,29.20000076,25.60000038,1207,280,21,72.5,589,130,307,213,20,0.6317262,109.40131,0.7000329,5.6060977
5590,Musa,-3.9390791,39.6580579,1,27.39999962,8.100000381,65.09999847,147.6999969,34,21.5,12.5,27.20000076,29.10000038,29.20000076,25.5,1198,274,21,71.40000153,579,131,305,208,28,0.3696644,123.13837,0.70262736,6.6528106
5612,Musa,-3.939072,39.6581975,1,27.39999962,8.100000381,65.09999847,147.6999969,34,21.5,12.5,27.20000076,29.10000038,29.20000076,25.5,1198,274,21,71.40000153,579,131,305,208,28,0.3696644,123.13837,0.70262736,6.6528106
5613,Musa,-3.9390628,39.6581564,1,27.39999962,8.100000381,65.09999847,147.6999969,34,21.5,12.5,27.20000076,29.10000038,29.20000076,25.5,1198,274,21,71.40000153,579,131,305,208,28,0.3696644,123.13837,0.70262736,6.6528106
5582,Musa,-3.938823,39.6580206,1,27.39999962,8.100000381,65.09999847,147.6999969,34,21.5,12.5,27.20000076,29.10000038,29.20000076,25.5,1198,274,21,71.40000153,579,131,305,208,28,0.3696644,123.13837,0.70262736,6.6528106
5610,Musa,-3.938781,39.6584028,1,27.39999962,8.100000381,64.90000153,146.8000031,34,21.5,12.5,27.20000076,29.10000038,29.20000076,25.5,1204,275,21,71.30000305,581,131,306,210,24,0.585498,242.3151,0.7092204,7.0683913
5592,Musa,-3.9386486,39.6578271,1,27.39999962,8.100000381,65.09999847,147.6999969,34,21.5,12.5,27.20000076,29.10000038,29.20000076,25.5,1198,274,21,71.40000153,579,131,305,208,28,0.3696644,123.13837,0.70262736,6.6528106
5602,Musa,-3.9386199,39.6577772,1,27.39999962,8.100000381,65.09999847,147.6999969,34,21.5,12.5,27.20000076,29.10000038,29.20000076,25.5,1198,274,21,71.40000153,579,131,305,208,28,0.3696644,123.13837,0.70262736,6.6528106
5524,Acacia,-3.9221109,39.6686863,1,27.20000076,8.100000381,65.09999847,146,33.79999924,21.39999962,12.39999962,27.10000038,28.79999924,28.89999962,25.29999924,1221,278,21,71.09999847,586,134,311,216,49,0.6394132,147.00363,0.6993442,5.188537
