,species,latitude,longitude,occurrence,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,slope,aspect,hillshade,twi
11276,Eucalyptus,37.76069317,-3.300045021,0,17.10000038,13.60000038,39.70000076,737.5,36.90000153,2.599999905,34.29999924,9.199999809,28.0,26.70000076,8.899999619,419,55,4,49.5,156,29,31,150,789,5.1909423,28.055614,0.722852,3.4971826
11277,Eucalyptus,38.16153807,-3.625906808,0,19.0,14.10000038,40.20000076,750.2999878,38.90000153,3.900000095,35.0,10.60000038,29.89999962,28.70000076,10.5,392,54,4,50.90000153,151,28,29,144,399,2.7376175,332.2685,0.7385505,5.438273
11278,Eucalyptus,39.02010808,-3.556786925,0,17.10000038,14.10000038,39.20000076,788.0999756,37.59999847,1.600000024,36.0,8.300000191,28.60000038,27.29999924,8.199999809,392,51,6,43.70000076,138,34,42,133,640,0.025211044,308.0678,0.7074156,8.827312
11279,Eucalyptus,37.97145254,-3.442466946,0,18.70000076,14.0,40.59999847,735.0,38.20000076,3.799999952,34.40000153,10.5,29.39999962,28.10000038,10.39999962,399,52,4,49.90000153,150,28,29,143,480,4.618248,164.9335,0.655472,4.5954843
11280,Eucalyptus,39.02317444,-3.526040773,0,17.0,14.19999981,39.20000076,789.0,37.59999847,1.5,36.09999847,8.199999809,28.60000038,27.29999924,8.100000381,391,51,6,43.79999924,138,34,42,133,642,0.06302759,308.0678,0.70787853,7.5055566
11281,Eucalyptus,39.17248139,-3.215392191,0,17.0,14.19999981,39.29999924,788.5,37.5,1.5,36.0,8.199999809,28.5,27.20000076,8.199999809,398,51,6,44.40000153,141,34,41,135,654,0.065283656,342.2614,0.7078225,8.386678
11282,Eucalyptus,37.79558933,-3.192908647,0,18.29999924,14.10000038,40.5,739.0999756,38.29999924,3.400000095,34.90000153,10.19999981,29.20000076,27.89999962,10.0,373,49,4,50.09999847,142,26,28,135,556,1.5720029,349.6321,0.72280186,6.2346826
11283,Eucalyptus,37.79364738,-3.653077867,0,18.10000038,14.0,40.90000153,725.5,37.70000076,3.5,34.20000076,10.10000038,28.70000076,27.5,9.899999619,428,57,4,52.20000076,164,27,28,157,596,2.2599947,265.46548,0.7246533,4.330958
11284,Eucalyptus,38.86336803,-3.603236288,0,17.0,13.60000038,38.29999924,791.7000122,37.29999924,1.799999952,35.5,8.199999809,28.60000038,27.29999924,8.100000381,402,53,6,44.20000076,142,35,42,138,699,1.9273963,342.0531,0.7278868,4.490292
11285,Eucalyptus,38.56331447,-3.124698732,0,16.39999962,15.0,40.29999924,797.9000244,38.0,0.800000012,37.20000076,7.599999905,28.29999924,26.79999924,7.5,436,56,6,45.79999924,155,35,41,151,857,1.1516929,182.94429,0.69744366,5.0054717
11286,Eucalyptus,37.92386848,-3.142862153,0,18.20000076,14.30000019,40.70000076,748.2000122,38.40000153,3.200000048,35.20000076,10.0,29.20000076,27.89999962,9.800000191,377,49,4,49.40000153,140,27,28,134,520,0.8316547,179.32663,0.6996902,4.925642
11287,Eucalyptus,39.11887044,-3.383439175,0,16.89999962,14.19999981,39.59999847,779.9000244,37.20000076,1.399999976,35.79999924,8.199999809,28.20000076,27.0,8.100000381,387,50,6,44.20000076,137,34,40,132,645,0.08580485,324.61197,0.7081501,7.602518
11288,Eucalyptus,38.36106033,-3.502610279,0,17.20000076,13.19999981,38.59999847,754.4000244,36.79999924,2.5,34.29999924,8.800000191,28.29999924,27.0,8.699999809,406,54,4,48.79999924,150,29,33,145,644,4.7240243,61.464725,0.6881995,3.1864436
11289,Eucalyptus,38.7345362,-3.65888466,0,16.60000038,13.69999981,38.20000076,793.5999756,37.20000076,1.399999976,35.79999924,7.800000191,28.29999924,27.0,7.699999809,425,55,6,45.29999924,151,34,42,147,778,0.83128107,39.946285,0.70793605,4.926091
11290,Eucalyptus,38.92705782,-3.489901534,0,17.10000038,14.30000019,39.20000076,794.7999878,38.0,1.600000024,36.40000153,8.300000191,28.79999924,27.5,8.199999809,398,51,6,44.0,139,34,42,135,656,0.3730739,360.0,0.7103475,6.825951
11291,Eucalyptus,39.05038428,-3.634553599,0,17.10000038,13.89999962,39.0,781.9000244,37.20000076,1.600000024,35.59999847,8.399999619,28.39999962,27.20000076,8.199999809,386,50,6,43.20000076,134,34,42,130,626,0.2557526,346.53043,0.70979005,6.1049123
11292,Eucalyptus,38.22524335,-2.892128942,0,16.0,13.5,38.40000153,778.5999756,36.40000153,1.299999952,35.09999847,7.599999905,27.60000038,26.29999924,7.400000095,427,53,5,46.09999847,150,33,38,147,890,7.06061,11.407733,0.74983394,3.187228
11293,Eucalyptus,38.49476252,-3.658500132,0,16.39999962,13.69999981,38.40000153,779.9000244,36.90000153,1.299999952,35.59999847,7.800000191,27.89999962,26.5,7.599999905,447,58,5,46.79999924,161,34,40,157,809,1.8162314,348.42624,0.72545564,5.53057
11294,Eucalyptus,38.06165293,-3.22283775,0,17.5,14.0,39.70000076,763.0999756,37.90000153,2.5,35.40000153,9.100000381,28.79999924,27.5,9.0,408,52,4,48.70000076,148,29,31,144,674,5.1555834,130.73227,0.6408813,3.504055
11295,Eucalyptus,38.44758364,-4.08670731,0,16.29999924,12.80000019,37.70000076,749.5999756,35.70000076,1.899999976,33.79999924,8.100000381,27.29999924,26.0,7.900000095,486,64,5,49.5,181,32,40,176,805,0.5117584,235.81038,0.70826316,5.41125
11296,Eucalyptus,37.9567124,-3.055059636,0,18.10000038,13.89999962,40.29999924,742.0,37.90000153,3.299999952,34.59999847,9.899999619,29.0,27.70000076,9.800000191,369,47,4,48.29999924,134,27,29,129,513,1.8656588,1.8015589,0.72249025,4.8105536
11297,Eucalyptus,38.35311037,-3.085693672,0,17.10000038,14.39999962,39.70000076,785.5999756,38.09999847,1.899999976,36.20000076,8.5,28.79999924,27.39999962,8.399999619,404,52,5,46.59999847,144,31,36,141,697,0.7725988,224.4199,0.70694596,4.999309
11298,Eucalyptus,38.20801827,-3.131759615,0,17.5,14.10000038,39.5,772.4000244,38.0,2.400000095,35.59999847,8.899999619,28.79999924,27.60000038,8.899999619,395,51,4,47.90000153,143,29,32,139,657,1.8857002,157.36128,0.68520564,4.106714
