FID,agf,plotID,transect,County,genus,species,dbh,height,canopyd,latitude,longitude,altitude,accuracy,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,EVI,NDWI,RDVI,NDVI_red_edge,mNDVI_red_edge,MSR_red_edge,CI_red_edge,MSI,LSWI,MTCI,IRECI,PSRI,NDVIA,TCARI,MCARI,TVI,SAVI,Temp_mean,Temp_max,Temp_min,Temp_skew,Temp_kurtosis,Elevation_x,Precip_mean,Precip_max,Precip_min,Precip_skew,Precip_kurtosis,Elevation_y,Slope,Aspect,Hill_shade
3245,pasture_agroforestry,105,4,Kiambu,Acacia,tortilis,60,950,700,-1.0583475,37.1266836,1462.4,4.98,2155,1413,350,657,532,1138,2558,3044,2856,3318,2953,0.685950413,1.696845794,0.139892237,1.731045992,0.362874251,-0.308836927,4.368421053,1.509666081,1.325290023,0.338018271,2.343234323,3.643564356,0.071149335,0.621722846,0.396716185,0.394024605,0.685950413,0.685849196,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1465,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1465,6.721320629,344.0520325,186
2081,pasture_agroforestry,105,4,Kiambu,Acacia,xanthophloea,100,1200,630,-1.0582935,37.1268123,1461.9,4.56,2124,1178,321,664,424,1154,2400,2846,2846,3258,3137,0.740672783,2.029495559,0.14527163,2.056919684,0.4626109,-0.295912142,5.712264151,1.466204506,1.33992467,0.414512922,1.706849315,2.847945205,0.042916667,0.674463938,0.3545,0.488214905,0.740672783,0.740559547,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1466,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1466,4.718628407,348.6882019,183
3246,pasture_agroforestry,105,4,Kiambu,Acacia,tortilis,75,820,800,-1.0582882,37.1268596,1461.9,4.6,1908,990,328,648,398,989,2556,2947,3237,3182,3137,0.781017882,2.241787745,0.258309038,2.360324144,0.426099495,-0.317224715,7.133165829,2.273003033,1.696540881,0.531582683,2.65143824,3.769881557,0.027386541,0.716376482,0.444209703,0.463902932,0.781017882,0.780910466,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1466,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1466,4.718628407,348.6882019,183
3231,pasture_agroforestry,105,4,Kiambu,Acacia,tortilis,105,1050,750,-1.0582123,37.1265503,1487.9,4.38,2272,1413,429,703,703,1152,2320,2713,2521,2999,2953,0.563895782,1.290276792,0.051950762,1.207587753,0.242048518,-0.327102804,2.586059744,1.188368056,1.10959507,0.281647178,2.601336303,4.211581292,0.118103448,0.497673145,0.364051724,0.264236111,0.563895782,0.563808342,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1465,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1465,6.721320629,344.0520325,186
3233,pasture_agroforestry,105,4,Kiambu,Acacia,tortilis,105,1150,750,-1.0582046,37.1263972,1486.7,4.783,2461,1629,397,692,698,1144,2209,2534,2762,2910,2953,0.596531792,1.298603247,0.057629715,1.328140231,0.242128122,-0.365325936,2.957020057,1.414335664,1.122308005,0.258027784,2.387892377,4.062780269,0.136260751,0.535130931,0.345314622,0.259265734,0.596531792,0.5964456,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1464,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1464,2.93047595,18.43788147,177
3234,pasture_agroforestry,105,4,Kiambu,Acacia,tortilis,120,1000,1700,-1.0581973,37.1258733,1463.6,4.48,3065,2544,738,959,1248,1673,2076,2221,2281,2448,2730,0.292717484,0.609799292,-0.146651702,0.492229003,0.145498117,-0.29379485,0.827724359,0.363419008,0.744208809,-0.054507772,0.948235294,3.148235294,0.24566474,0.242090462,0.114354528,0.142259414,0.292717484,0.292676016,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1469,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1469,4.627650738,36.87458801,172
3232,pasture_agroforestry,105,4,Kiambu,Acacia,tortilis,350,1250,1050,-1.0579998,37.1264521,1487.2,4.68,2431,1560,454,758,759,1162,2234,2567,2468,2888,2953,0.52959405,1.18090105,0.007552562,1.091997621,0.209786569,-0.353186752,2.251646904,1.123924269,1.015220074,0.225422046,2.660049628,4.416873449,0.13652641,0.464276012,0.347806625,0.224956971,0.52959405,0.529512006,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1462,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1462,5.918318272,51.34495926,166
3248,pasture_agroforestry,105,4,Kiambu,Acacia,tortilis,65,900,700,-1.0579841,37.1268093,1462,4.82,2113,1322,357,628,518,1068,2343,2755,2523,3152,3137,0.659322591,1.696564563,0.088438309,1.597501546,0.346784363,-0.328513046,3.870656371,1.362359551,1.194036914,0.312353706,2.318181818,3.610909091,0.068715322,0.590052972,0.388390952,0.381835206,0.659322591,0.659214204,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1462,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1462,9.058739662,336.0338745,192
3249,pasture_agroforestry,105,4,Kiambu,Acacia,tortilis,120,1000,700,-1.0579392,37.1269702,1464.6,4.9,2119,1344,358,629,531,1095,2206,2589,2622,2968,3137,0.663177926,1.673335467,0.10609576,1.616012765,0.346863469,-0.318606098,3.937853107,1.394520548,1.237376121,0.322239032,1.969858156,3.276595745,0.078422484,0.595556821,0.351767906,0.380456621,0.663177926,0.663072776,20.11674357,22.06805864,18.32652413,0.095120235,-0.630313795,1462,0.08320317,0.360997442,0.01483873,2.120798486,4.455513992,1462,9.058739662,336.0338745,192
2099,cropland_agroforestry,107,4,Kiambu,Grevillea,robusta,45,1300,450,-1.0287573,36.9311915,1667.5,4.92,1992,1392,397,629,703,1161,2381,2720,2736,2869,3016,0.591160221,1.277812696,0.157360406,1.307505813,0.245708155,-0.263558516,2.891891892,1.356589147,1.373493976,0.325581395,2.663755459,4.331877729,0.12851743,0.529979145,0.371440571,0.26287683,0.591160221,0.591074284,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1645,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1645,2.930850267,71.56781769,172
1329,cropland_agroforestry,107,4,Kiambu,Musa,acuminata,20,140,100,-1.0287202,36.9314654,1623.2,4.64,1806,1062,333,553,536,966,2375,2941,2835,3067,3016,0.681993474,1.616964411,0.221719457,1.710319314,0.286284953,-0.303030303,4.289179104,1.934782609,1.569767442,0.454965358,3.276744186,4.748837209,0.085473684,0.620680346,0.4384,0.314078675,0.681993474,0.681892333,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1643,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1643,3.819057226,75.96592712,169
1498,cropland_agroforestry,107,4,Kiambu,Musa,acuminata,30,400,330,-1.0286777,36.9314386,1628.4,4.64,1824,1054,319,539,424,943,2446,2981,3245,3226,3016,0.768874353,2.075791023,0.280331426,2.261758869,0.379663497,-0.318395374,6.653301887,2.441145281,1.779057018,0.509653408,2.895953757,4.098265896,0.042927228,0.707372116,0.449141455,0.418027572,0.768874353,0.768769587,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1643,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1643,3.819057226,75.96592712,169
1328,cropland_agroforestry,107,4,Kiambu,Musa,acuminata,65,320,300,-1.0284598,36.9313852,1626.9,5,1968,1393,360,565,568,1123,2266,2762,2735,2978,2750,0.656070239,1.573025552,0.163087391,1.582087345,0.328208161,-0.273374313,3.815140845,1.435440784,1.389735772,0.325096899,2.059459459,3.434234234,0.091791703,0.591591592,0.354545455,0.358325913,0.656070239,0.65597094,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1645,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1645,3.340698242,56.31418991,172
1313,cropland_agroforestry,106,4,Kiambu,Musa,acuminata,70,350,250,-1.0234261,36.9328807,1627.8,4.16,1919,1301,350,513,548,1079,2326,2737,2515,2869,3010,0.642180868,1.546870085,0.134415877,1.518240535,0.326367548,-0.280186791,3.589416058,1.330861909,1.310578426,0.318134172,2.348399247,3.721280603,0.085124678,0.576325813,0.383233018,0.35699722,0.642180868,0.642076057,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1637,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1637,8.489160538,49.40322495,160
1330,cropland_agroforestry,106,4,Kiambu,Musa,acuminata,55,350,300,-1.0233283,36.9330337,1614.3,4.76,1885,1080,353,577,531,1005,2611,3250,3188,3401,3010,0.714439365,1.782025486,0.25684999,1.890737356,0.30859375,-0.30449827,5.003766478,2.172139303,1.691246684,0.493908154,3.388185654,4.76371308,0.068173114,0.652504912,0.455764075,0.341890547,0.714439365,0.714343326,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1628,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1628,12.95784855,50.71507263,149
2276,cropland_agroforestry,106,4,Kiambu,Grevillea,robusta,80,1200,350,-1.0233157,36.9329162,1628.2,4.96,1907,1185,349,585,564,954,2437,2924,3176,3120,3010,0.698395722,1.655889438,0.249655715,1.798447728,0.256916996,-0.333100315,4.631205674,2.329140461,1.665443104,0.456546664,3.802564103,5.353846154,0.088223225,0.638786989,0.454821502,0.28197065,0.698395722,0.698302366,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1634,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1634,9.932741165,56.31415176,154
2277,cropland_agroforestry,106,4,Kiambu,Grevillea,robusta,85,1800,400,-1.0232808,36.9329916,1614.4,4.96,1907,1185,327,562,483,954,2437,2924,3006,3120,3010,0.723129837,1.826937002,0.223692245,1.943538734,0.32776618,-0.333100315,5.223602484,2.150943396,1.57629785,0.434502505,3.148619958,4.479830149,0.064013131,0.661163522,0.448173984,0.362264151,0.723129837,0.723026222,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1634,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1634,9.932741165,56.31415176,154
1369,cropland_agroforestry,106,4,Kiambu,Musa,acuminata,80,380,350,-1.0232436,36.9330354,1614.3,4.8,1885,1080,310,522,404,1005,2611,3250,3344,3401,3010,0.784418356,2.134146341,0.279020845,2.389223935,0.426543648,-0.30449827,7.277227723,2.327363184,1.774005305,0.511754069,2.672212978,3.828618968,0.036001532,0.724494825,0.446036002,0.459701493,0.784418356,0.784313725,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1628,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1628,12.95784855,50.71507263,149
2100,cropland_agroforestry,106,4,Kiambu,Grevillea,robusta,36,1250,650,-1.0232414,36.9326699,1656.2,4.88,2092,1485,430,668,603,1168,2340,2818,2934,2937,3010,0.659033079,1.751051683,0.16752885,1.596122014,0.319028797,-0.283435583,3.865671642,1.511986301,1.40248566,0.32790224,2.074336283,3.380530973,0.073931624,0.587597681,0.352393162,0.357363014,0.659033079,0.658939929,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1637,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1637,7.928020954,35.54199982,166
1331,cropland_agroforestry,106,4,Kiambu,Musa,acuminata,65,520,450,-1.0231978,36.9331717,1614.2,4.6,1792,951,266,458,389,865,2373,2797,3115,3117,3010,0.777968037,1.972503618,0.269614836,2.334903854,0.379585327,-0.348889725,7.007712082,2.601156069,1.73828125,0.532218396,3.168067227,4.426470588,0.051833123,0.723076923,0.468268015,0.411791908,0.777968037,0.777857041,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1628,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1628,12.95784855,50.71507263,149
1607,cropland_agroforestry,106,4,Kiambu,Eucalyptus,robusta,15,450,250,-1.0230467,36.9328391,1656.2,4.96,1989,1117,372,664,540,975,2397,3070,2922,3213,3010,0.688041594,1.765490661,0.189981674,1.742133153,0.287128713,-0.342105263,4.411111111,1.996923077,1.46907994,0.446892795,3.268965517,4.655172414,0.07008761,0.621283255,0.438297872,0.322461538,0.688041594,0.687942238,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1631,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1631,15.07917213,32.73937988,155
2546,cropland_agroforestry,106,4,Kiambu,Grevillea,robusta,40,1500,700,-1.0230373,36.9329192,1632.2,4.84,1946,1089,349,598,520,1009,2651,3242,3168,3397,3429,0.718004338,1.803077761,0.238951897,1.912145135,0.319816874,-0.317089679,5.092307692,2.139742319,1.627954779,0.488372093,3.357873211,4.707566462,0.064503961,0.655932623,0.458619389,0.353815659,0.718004338,0.717907008,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1631,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1631,15.07917213,32.73937988,155
1332,cropland_agroforestry,106,4,Kiambu,Musa,acuminata,35,350,420,-1.0229727,36.9331698,1613.9,4.92,1367,657,194,304,218,618,2157,2858,2631,3070,3219,0.846963847,2.427565392,0.316158079,3.061842525,0.4784689,-0.377329975,11.06880734,3.257281553,1.924652524,0.600364964,3.8475,4.9075,0.011126565,0.792967466,0.533704219,0.510032362,0.846963847,0.846815231,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1624,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1624,18.45594788,39.09832764,144
2101,cropland_agroforestry,106,4,Kiambu,Grevillea,robusta,25,780,350,-1.0229267,36.9330383,1653.4,4.8,1712,945,292,540,471,846,2293,2880,3042,3064,3429,0.731853117,1.74707801,0.279764409,1.998722715,0.284738041,-0.338545739,5.458598726,2.595744681,1.776869159,0.525959368,3.858666667,5.336,0.078063672,0.675689882,0.472132577,0.312293144,0.731853117,0.731748968,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1624,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1624,18.45594788,39.09832764,144
1314,cropland_agroforestry,106,4,Kiambu,Musa,acuminata,30,150,150,-1.0229173,36.9331551,1644.7,4.983,1712,945,249,402,401,846,2293,2880,2543,3064,3429,0.727581522,1.737226277,0.195299647,1.971416456,0.356856455,-0.338545739,5.341645885,2.005910165,1.485397196,0.458142202,3.251685393,4.593258427,0.066288705,0.670842468,0.466027039,0.384869976,0.727581522,0.727457972,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1624,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1624,18.45594788,39.09832764,144
2102,cropland_agroforestry,106,4,Kiambu,Grevillea,robusta,10,420,310,-1.0228993,36.9331495,1653.4,4.75,1712,945,249,402,401,846,2293,2880,2543,3064,3429,0.727581522,1.737226277,0.195299647,1.971416456,0.356856455,-0.338545739,5.341645885,2.005910165,1.485397196,0.458142202,3.251685393,4.593258427,0.066288705,0.670842468,0.466027039,0.384869976,0.727581522,0.727457972,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1624,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1624,18.45594788,39.09832764,144
1614,cropland_agroforestry,106,4,Kiambu,Eucalyptus,robusta,35,2500,400,-1.0227911,36.9332063,1627.9,4.96,1401,671,218,329,266,651,2222,2785,2667,3118,3219,0.818615752,2.283187524,0.31120944,2.718287013,0.419847328,-0.365497076,9.026315789,3.096774194,1.903640257,0.597962852,4.080519481,5.205194805,0.02160216,0.761980324,0.530963096,0.458371736,0.818615752,0.818476223,18.29842639,20.20838174,16.56873702,-0.024006884,-0.568119512,1612,0.090444804,0.337338362,0.022049211,1.95124168,3.732881392,1612,22.88678741,32.47532654,143
6993,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,90,1800,600,-0.9907114,34.4992433,1384.4,4.96,1223,505,244,394,271,639,2032,2530,2842,2828,2836,0.825891423,2.43558166,0.398277983,2.79916095,0.404395604,-0.313641246,9.487084871,3.447574335,2.323793949,0.698237227,3.785326087,4.858695652,0.013287402,0.765862377,0.512204724,0.452269171,0.825891423,0.825758792,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,1.854611158,270,186
6768,natural_forest_agroforestry,183,2,Migori,Grevillea,robusta,40,1100,330,-0.9906828,34.4990012,1385.1,4.92,1253,539,209,358,239,663,2039,2525,2800,2798,2836,0.842711418,2.400187441,0.381692573,3.005005547,0.470066519,-0.307933194,10.71548117,3.223227753,2.234636872,0.677148847,3.245283019,4.316037736,0.014713095,0.788485222,0.498283472,0.502564103,0.842711418,0.842572792,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1401,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1401,1.311539173,314.9957275,183
6775,natural_forest_agroforestry,183,2,Migori,Grevillea,robusta,70,1000,430,-0.9906359,34.4990807,1385.1,4.78,1253,539,194,325,230,663,2039,2525,2491,2798,2836,0.830944506,2.338642946,0.330662393,2.858066789,0.484882419,-0.307933194,9.830434783,2.757164404,1.988028731,0.644224422,3.177829099,4.260969977,0.017655714,0.775643225,0.497400687,0.511613876,0.830944506,0.830791843,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1401,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1401,1.311539173,314.9957275,183
6992,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,78,1250,400,-0.9906344,34.4989184,1385.1,4.62,1253,539,209,358,239,663,2039,2525,2800,2798,2836,0.842711418,2.400187441,0.381692573,3.005005547,0.470066519,-0.307933194,10.71548117,3.223227753,2.234636872,0.677148847,3.245283019,4.316037736,0.014713095,0.788485222,0.498283472,0.502564103,0.842711418,0.842572792,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1401,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1401,5.624391556,99.4609375,163
6991,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,90,1600,420,-0.9905826,34.4990149,1384.1,4.96,1269,547,213,332,242,641,2047,2522,2486,2796,2836,0.822580645,2.395900064,0.324101198,2.761804841,0.45186863,-0.328795812,9.272727273,2.878315133,1.959022853,0.639301022,3.523809524,4.596491228,0.014167074,0.76300578,0.510503175,0.488923557,0.822580645,0.822429907,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1401,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1401,1.311539173,314.9957275,183
6653,natural_forest_agroforestry,183,2,Migori,Grevillea,robusta,35,1800,400,-0.9905717,34.4990087,1459.9,4.9,1269,547,213,332,242,641,2047,2522,2486,2796,2836,0.822580645,2.395900064,0.324101198,2.761804841,0.45186863,-0.328795812,9.272727273,2.878315133,1.959022853,0.639301022,3.523809524,4.596491228,0.014167074,0.76300578,0.510503175,0.488923557,0.822580645,0.822429907,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1401,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1401,1.311539173,314.9957275,183
6948,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,45,2300,220,-0.9905462,34.4993507,1463,4.833,1409,631,248,386,270,781,2316,2931,2796,3199,2836,0.823874755,2.469691044,0.329845422,2.77629358,0.486203616,-0.286757991,9.355555556,2.580025608,1.984386089,0.631747884,3.003913894,4.046966732,0.009499136,0.762220881,0.486096718,0.517797695,0.823874755,0.823740421,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,1.854611158,270,186
6950,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,44,2100,300,-0.9905278,34.4993355,1463,4.72,1409,631,241,406,272,781,2316,2931,3054,3199,2836,0.836440168,2.415349887,0.368586153,2.924903561,0.483380817,-0.286757991,10.22794118,2.910371319,2.167494677,0.657530529,3.015717092,4.076620825,0.013385147,0.77992711,0.48626943,0.513444302,0.836440168,0.836314445,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,2.930469751,341.5624695,183
6994,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,35,1000,200,-0.9905085,34.4990399,1384.1,4.983,1269,547,217,351,240,641,2047,2522,2624,2796,2836,0.832402235,2.445128205,0.348060622,2.875504975,0.455164586,-0.328795812,9.933333333,3.093603744,2.067769898,0.654998423,3.506234414,4.563591022,0.011235955,0.773774748,0.510307767,0.493291732,0.832402235,0.832256938,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1401,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1401,0.927548468,90,177
6990,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,95,1500,650,-0.9904977,34.4987318,1385.3,4.88,1406,691,293,449,372,772,2067,2492,2304,2694,2517,0.721973094,2.064543706,0.242048518,1.936388959,0.34965035,-0.291092746,5.193548387,1.984455959,1.638691323,0.538564274,3.2375,4.435,0.038219642,0.65072415,0.462506047,0.394041451,0.721973094,0.721838222,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1403,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1403,6.198248863,116.5616302,163
6934,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,75,1950,560,-0.9904929,34.4993693,1427.8,4.96,1409,631,241,406,272,781,2316,2931,3054,3199,2836,0.836440168,2.415349887,0.368586153,2.924903561,0.483380817,-0.286757991,10.22794118,2.910371319,2.167494677,0.657530529,3.015717092,4.076620825,0.013385147,0.77992711,0.48626943,0.513444302,0.836440168,0.836314445,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,2.930469751,341.5624695,183
6936,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,35,1650,350,-0.9904863,34.4993219,1427.2,4.983,1409,631,241,406,272,781,2316,2931,3054,3199,2836,0.836440168,2.415349887,0.368586153,2.924903561,0.483380817,-0.286757991,10.22794118,2.910371319,2.167494677,0.657530529,3.015717092,4.076620825,0.013385147,0.77992711,0.48626943,0.513444302,0.836440168,0.836314445,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,2.930469751,341.5624695,183
6949,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,26,1700,350,-0.9904714,34.4994886,1463.1,5,1838,970,288,470,314,945,2304,2736,2822,3017,2711,0.799744898,2.46171967,0.211158798,2.527404073,0.501191422,-0.320876752,7.987261146,1.986243386,1.535364527,0.488396624,2.153724247,3.194928685,0.011284722,0.732476636,0.417100694,0.528677249,0.799744898,0.799617408,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,2.930469751,341.5624695,183
6771,natural_forest_agroforestry,183,2,Migori,Grevillea,robusta,35,900,320,-0.9904487,34.4987902,1385.3,4.6,1320,637,266,385,343,672,1976,2420,2198,2652,2517,0.730027548,2.050176835,0.249573621,1.986984693,0.324137931,-0.325301205,5.408163265,2.270833333,1.665151515,0.550617284,3.963525836,5.197568389,0.038967611,0.66084788,0.494635628,0.36875,0.730027548,0.729883927,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1403,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1403,6.198248863,116.5616302,163
6935,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,45,1750,450,-0.990448,34.4993555,1427,4.78,1409,631,272,459,302,781,2316,2931,3066,3199,2836,0.820665083,2.433955618,0.37027933,2.740618126,0.442289935,-0.286757991,9.152317881,2.925736236,2.176011356,0.658642142,3.204592902,4.267223382,0.012953368,0.759340659,0.488860104,0.482970551,0.820665083,0.820543269,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,2.930469751,341.5624695,183
6951,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,36,2000,420,-0.9904316,34.4993612,1462.6,4.68,1299,589,245,406,264,734,2300,2824,2930,3145,2836,0.834690044,2.489262372,0.385670371,2.903292056,0.470941884,-0.277914412,10.09848485,2.991825613,2.255581216,0.665245808,3.331914894,4.372340426,0.00826087,0.775225356,0.503826087,0.507084469,0.834690044,0.834559399,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,2.930469751,341.5624695,183
6774,natural_forest_agroforestry,183,2,Migori,Grevillea,robusta,40,1000,530,-0.9904222,34.4987118,1385.8,4.92,1398,784,356,457,415,714,1836,2329,2008,2561,2517,0.657449443,2.177419355,0.179095713,1.588601691,0.264836138,-0.323863636,3.838554217,1.81232493,1.436337625,0.438395415,3.752508361,4.949832776,0.032135076,0.57322778,0.456318083,0.318487395,0.657449443,0.657313802,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1403,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1403,6.198248863,116.5616302,163
6952,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,48,1800,500,-0.990418,34.4992981,1462.9,4.94,1178,501,202,331,239,593,2017,2525,2542,2773,2836,0.828119382,2.338545898,0.366666667,2.824844155,0.425480769,-0.330321852,9.635983264,3.286677909,2.157894737,0.670719685,4.02259887,5.127118644,0.018344075,0.772041569,0.529697571,0.465092749,0.828119382,0.82797052,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,2.930469751,341.5624695,183
6938,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,78,2100,650,-0.9903983,34.499215,1426.4,4.3,1178,501,202,331,239,593,2017,2525,2542,2773,2836,0.828119382,2.338545898,0.366666667,2.824844155,0.425480769,-0.330321852,9.635983264,3.286677909,2.157894737,0.670719685,4.02259887,5.127118644,0.018344075,0.772041569,0.529697571,0.465092749,0.828119382,0.82797052,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1401,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1401,0.927548468,90,177
7069,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,30,800,100,-0.9903944,34.4987524,1375,5,1398,784,356,457,415,714,1836,2329,2008,2561,2517,0.657449443,2.177419355,0.179095713,1.588601691,0.264836138,-0.323863636,3.838554217,1.81232493,1.436337625,0.438395415,3.752508361,4.949832776,0.032135076,0.57322778,0.456318083,0.318487395,0.657449443,0.657313802,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1403,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1403,6.198248863,116.5616302,163
7081,natural_forest_agroforestry,183,2,Migori,Eucalyptus,robusta,6,700,100,-0.9903672,34.4993974,1376,4.92,1299,589,274,466,297,734,2300,2824,3068,3145,2836,0.823476969,2.477646638,0.405083581,2.771824741,0.42386033,-0.277914412,9.32996633,3.179836512,2.361816782,0.677878042,3.583524027,4.636155606,0.01,0.761472932,0.506695652,0.470027248,0.823476969,0.823354628,21.00620593,22.42983304,19.98994356,0.632224854,0.05487585,1402,0.148824678,0.429632653,0.015333076,1.746982225,4.104985998,1402,2.930469751,341.5624695,183
