FID,agf,plotID,transect,County,genus,species,dbh,height,canopyd,latitude,longitude,altitude,accuracy,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,EVI,NDWI,RDVI,NDVI_red_edge,mNDVI_red_edge,MSR_red_edge,CI_red_edge,MSI,LSWI,MTCI,IRECI,PSRI,NDVIA,TCARI,MCARI,TVI,SAVI,Temp_mean,Temp_max,Temp_min,Temp_skew,Temp_kurtosis,Elevation_x,Precip_mean,Precip_max,Precip_min,Precip_skew,Precip_kurtosis,Elevation_y,Slope,Aspect,Hill_shade
6042,pasture_agroforestry,31,2,Kwale,Acacia,glandulicarpa,26,600,450,-4.5374288,39.139728,50.772,0.915,2512,1599,530,798,883,1302,2239,2581,2442,2919,3069,0.46887218,1.034917685,-0.014129996,0.909850292,0.191762014,-0.317252229,1.765571914,0.875576037,0.972133758,0.20861173,2.23627685,4.07875895,0.157659669,0.404409857,0.297364895,0.203225806,0.46887218,0.468801684,26.34669846,28.82369332,24.58058178,0.460119475,-0.948309752,73,0.086916352,0.26405539,0.015802011,1.834283527,3.764637836,73,4.732799053,101.2753906,166
5988,pasture_agroforestry,30,2,Kwale,Eucalyptus,robusta 1,65,1160,680,-4.5224921,39.1836801,-1.432,0.793,2724,1758,370.5,651,539,1272,2590,3200,3422,3440,3295,0.727846503,1.858441307,0.113569801,1.973094285,0.404748758,-0.363363363,5.348794063,1.690251572,1.256240822,0.321235521,1.798090041,3.027967258,0.065057915,0.665589288,0.350501931,0.434512579,0.727846503,0.727754638,26.5312194,28.96859219,24.72888802,0.42969574,-0.942560577,30,0.088672479,0.293695975,0.02202335,2.418137277,6.781154991,30,1.313490033,314.910675,183
5985,pasture_agroforestry,30,2,Kwale,Eucalyptus,robusta 1,35,890,390,-4.5224869,39.1836769,-2.642,0.988,2724,1758,370.5,651,539,1272,2590,3200,3422,3440,3295,0.727846503,1.858441307,0.113569801,1.973094285,0.404748758,-0.363363363,5.348794063,1.690251572,1.256240822,0.321235521,1.798090041,3.027967258,0.065057915,0.665589288,0.350501931,0.434512579,0.727846503,0.727754638,26.5312194,28.96859219,24.72888802,0.42969574,-0.942560577,30,0.088672479,0.293695975,0.02202335,2.418137277,6.781154991,30,1.313490033,314.910675,183
5982,pasture_agroforestry,30,2,Kwale,Eucalyptus,robusta 1,24,810,390,-4.5224796,39.1836572,-1.658,0.882,2724,1758,370.5,651,539,1272,2590,3200,3422,3440,3295,0.727846503,1.858441307,0.113569801,1.973094285,0.404748758,-0.363363363,5.348794063,1.690251572,1.256240822,0.321235521,1.798090041,3.027967258,0.065057915,0.665589288,0.350501931,0.434512579,0.727846503,0.727754638,26.5312194,28.96859219,24.72888802,0.42969574,-0.942560577,30,0.088672479,0.293695975,0.02202335,2.418137277,6.781154991,30,1.313490033,314.910675,183
5932,pasture_agroforestry,29,2,Kwale,Eucalyptus,camaldulensis,65,1000,430,-4.4722812,39.1899285,97.522,1.629,2559.5,1728.5,430.5,692,588,1279,2387.5,2860.5,2879,3079.5,2887,0.660801846,1.801525517,0.058747816,1.604573093,0.37011248,-0.333593852,3.896258503,1.250977326,1.124829068,0.249701574,1.604196816,2.832127352,0.065968586,0.5878127,0.313549738,0.40758405,0.660801846,0.660706561,26.5312194,28.96859219,24.72888802,0.42969574,-0.942560577,97,0.088672479,0.293695975,0.02202335,2.418137277,6.781154991,97,3.716074705,90,169
5806,cropland_agroforestry,26,3,Kwale,Musa,acuminata,8,300,300,-4.3089696,39.4565392,87.265,1.703,2293,1472,311.5,479.5,388.5,879.5,2261.5,2782,2890,3093.5,3006.5,0.763001373,2.167114268,0.115184256,2.216498295,0.387223975,-0.445547675,6.438867439,2.285957931,1.26035761,0.325080238,2.814663951,3.971486762,0.034048198,0.696796657,0.445456555,0.429107447,0.763001373,0.762885026,26.39015604,28.73596265,24.42820652,0.237669682,-1.176100612,130,0.100367029,0.392054413,0.022411325,2.941833955,9.432784126,130,5.638989449,260.5639343,198
5771,pasture_agroforestry,25,3,Kwale,Musa,acuminata,25,200,120,-4.2955492,39.4398417,525.275,1.879,2193.5,1204.5,408.5,750,514,1113.5,2827,3351.5,3732,3700.5,3279,0.757889779,2.143475654,0.259640537,2.178283919,0.368356375,-0.326579982,6.260700389,2.351594073,1.701390472,0.512002431,2.858215179,4.034195163,0.037318712,0.691373939,0.442483198,0.411764706,0.757889779,0.757800542,25.96943535,28.42672067,23.95653734,0.238546502,-1.165903952,245,0.096455481,0.333478812,0.023049541,2.635147453,7.977490718,245,11.09239292,245.6166992,212
5763,pasture_agroforestry,25,3,Kwale,Eucalyptus,camaldulensis,40,650,300,-4.2955415,39.4398358,526.249,1.455,2193.5,1204.5,408.5,750,514,1113.5,2827,3351.5,3732,3700.5,3279,0.757889779,2.143475654,0.259640537,2.178283919,0.368356375,-0.326579982,6.260700389,2.351594073,1.701390472,0.512002431,2.858215179,4.034195163,0.037318712,0.691373939,0.442483198,0.411764706,0.757889779,0.757800542,25.96943535,28.42672067,23.95653734,0.238546502,-1.165903952,245,0.096455481,0.333478812,0.023049541,2.635147453,7.977490718,245,11.09239292,245.6166992,212
5772,pasture_agroforestry,25,3,Kwale,Musa,acuminata,10,230,300,-4.2954878,39.4423249,152.298,1.198,2961.5,2188.5,686.5,953.5,1000,1434.5,2773,3241.5,3195,3607.5,3589,0.523241955,1.355858917,0.037927394,1.07168843,0.178476073,-0.347361237,2.195,1.227256884,1.07884518,0.186960156,3.080552359,4.802071346,0.113054454,0.449656868,0.354814281,0.198605786,0.523241955,0.523179597,25.96943535,28.42672067,23.95653734,0.238546502,-1.165903952,239,0.096455481,0.333478812,0.023049541,2.635147453,7.977490718,239,4.142969608,333.3704224,186
5694,cropland_agroforestry,23,3,Kwale,Musa,acuminata,25,250,150,-4.0765856,39.4119583,267.707,3.587,3462,2708,1092,1085.5,1610,1700.5,2593,2956,3003,3183,3240.5,0.301972686,0.778386232,-0.07099768,0.511147747,0.02733726,-0.341210654,0.865217391,0.765951191,0.867417678,0.051654701,9.861878453,16.58563536,0.199768608,0.244171779,0.268376398,-0.018347545,0.301972686,0.301939959,25.66720724,28.09132757,23.59358423,0.184023264,-1.244025413,249,0.093061834,0.278933112,0.025447414,1.769329859,3.013417428,249,5.402180195,59.10024261,166
5712,cropland_agroforestry,23,3,Kwale,Musa,acuminata,35,350,180,-4.0765548,39.4119787,264.144,1.406,3462,2708,1092,1085.5,1610,1700.5,2593,2956,3003,3183,3240.5,0.301972686,0.778386232,-0.07099768,0.511147747,0.02733726,-0.341210654,0.865217391,0.765951191,0.867417678,0.051654701,9.861878453,16.58563536,0.199768608,0.244171779,0.268376398,-0.018347545,0.301972686,0.301939959,25.66720724,28.09132757,23.59358423,0.184023264,-1.244025413,249,0.093061834,0.278933112,0.025447414,1.769329859,3.013417428,249,5.402180195,59.10024261,166
5696,cropland_agroforestry,23,3,Kwale,Eucalyptus,camaldulensis,5,250,100,-4.076513,39.4119863,241.843,1.118,3409.5,2518.5,775.5,988.5,1387,1696,2575.5,2943,2991,3219.5,3104,0.366377341,0.729389296,-0.065385517,0.650920958,0.100227052,-0.335618451,1.156452776,0.763561321,0.877254729,0.085760958,2.846278317,5.825242718,0.237429625,0.311244785,0.249194331,0.073643868,0.366377341,0.366335503,25.66720724,28.09132757,23.59358423,0.184023264,-1.244025413,249,0.093061834,0.278933112,0.025447414,1.769329859,3.013417428,249,5.402180195,59.10024261,166
5699,cropland_agroforestry,23,3,Kwale,Musa,acuminata,10,240,100,-4.0765105,39.4119801,241.224,1.344,3409.5,2518.5,775.5,988.5,1387,1696,2575.5,2943,2991,3219.5,3104,0.366377341,0.729389296,-0.065385517,0.650920958,0.100227052,-0.335618451,1.156452776,0.763561321,0.877254729,0.085760958,2.846278317,5.825242718,0.237429625,0.311244785,0.249194331,0.073643868,0.366377341,0.366335503,25.66720724,28.09132757,23.59358423,0.184023264,-1.244025413,248,0.093061834,0.278933112,0.025447414,1.769329859,3.013417428,248,4.14901638,63.49295807,169
5705,cropland_agroforestry,23,3,Kwale,Musa,acuminata,35,230,100,-4.0764864,39.4119135,247.725,1.013,3477.5,2659,781,990,1259,1802,2416.5,2775.5,2733,2956.5,3104,0.369238477,0.831734567,-0.119877627,0.657490303,0.177393009,-0.317359598,1.170770453,0.516648169,0.785909418,0.013724036,1.131675875,3.011970534,0.197806745,0.308820448,0.158493689,0.188013319,0.369238477,0.369192235,25.66720724,28.09132757,23.59358423,0.184023264,-1.244025413,248,0.093061834,0.278933112,0.025447414,1.769329859,3.013417428,248,4.14901638,63.49295807,169
5695,cropland_agroforestry,23,3,Kwale,Musa,acuminata,18,200,90,-4.076391,39.4121397,229.097,1.162,3467,2495,684.5,961,1015,1673.5,2558.5,2898,2884,3221,3104,0.47935368,1.216400911,-0.091796567,0.939506226,0.244932118,-0.348896022,1.84137931,0.723334329,0.831843092,0.072318275,1.343963554,2.845861807,0.129177252,0.40776699,0.225249169,0.275291306,0.47935368,0.479292217,25.66720724,28.09132757,23.59358423,0.184023264,-1.244025413,245,0.093061834,0.278933112,0.025447414,1.769329859,3.013417428,245,3.827568293,75.99786377,169
5665,pasture_agroforestry,22,3,Kwale,Acacia,farnesiana,30,250,200,-4.0006126,39.3975862,185.185,1.194,3608,2990.5,577.5,830,1085,1536.5,1977,2201.5,2099,2543.5,2575,0.318467337,0.592462752,-0.264412125,0.545552508,0.17222964,-0.402663038,0.934562212,0.366091767,0.581762749,-0.175164554,0.975636766,3.099667774,0.256702074,0.269573309,0.132574608,0.169020501,0.318467337,0.318417334,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,188,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,188,3.933627367,134.9301147,172
5667,pasture_agroforestry,22,3,Kwale,Acacia,melifera,20,180,80,-4.0006117,39.3975765,185.526,1.523,3608,2990.5,577.5,830,1085,1536.5,1977,2201.5,2099,2543.5,2575,0.318467337,0.592462752,-0.264412125,0.545552508,0.17222964,-0.402663038,0.934562212,0.366091767,0.581762749,-0.175164554,0.975636766,3.099667774,0.256702074,0.269573309,0.132574608,0.169020501,0.318467337,0.318417334,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,188,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,188,3.933627367,134.9301147,172
6043,pasture_agroforestry,22,3,Kwale,Acacia,senegal,34,800,600,-4.000412,39.3985954,185.224,1.825,3182.5,2331,471.5,699,805,1324,1926,2179.5,2182,2498.5,2529.5,0.460997657,0.990148846,-0.186503868,0.888011088,0.243776421,-0.412404305,1.710559006,0.648036254,0.685624509,-0.033015732,1.159922929,2.802504817,0.173156802,0.398149487,0.19615784,0.263217523,0.460997657,0.460920502,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,188,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,188,3.704791784,180,180
5680,pasture_agroforestry,22,3,Kwale,Acacia,tortilis,36,1300,600,-4.0003982,39.3985974,190.972,1.893,3182.5,2331,471.5,699,805,1324,1926,2179.5,2182,2498.5,2529.5,0.460997657,0.990148846,-0.186503868,0.888011088,0.243776421,-0.412404305,1.710559006,0.648036254,0.685624509,-0.033015732,1.159922929,2.802504817,0.173156802,0.398149487,0.19615784,0.263217523,0.460997657,0.460920502,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,188,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,188,3.704791784,180,180
5652,pasture_agroforestry,22,3,Kwale,Acacia,nilotica,48,730,400,-3.9997049,39.3982666,181.846,2.316,3422.5,2578,606,850.5,1080,1506,1882.5,2126,2148,2408,2569.5,0.330855019,0.653770813,-0.228794543,0.5719955,0.164733179,-0.388860708,0.988888889,0.426294821,0.627611395,-0.090986035,0.883802817,2.996478873,0.251792829,0.27856025,0.114741036,0.163346614,0.330855019,0.330803779,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,190,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,190,1.313042641,314.9301453,183
5675,pasture_agroforestry,22,3,Kwale,Eucalyptus,grandis,38,1600,340,-3.9996672,39.3985723,158.16,1.709,3225,2270.5,499,769,902.5,1451.5,2196,2478.5,2411,2820.5,2569.5,0.45525879,0.923307626,-0.144428673,0.872324804,0.233220051,-0.379236609,1.671468144,0.661040303,0.747596899,0.030011748,1.356102004,3.091074681,0.183743169,0.395672131,0.221220401,0.246985877,0.45525879,0.455190103,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,190,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,190,1.313042402,314.9301453,183
5664,pasture_agroforestry,22,3,Kwale,Acacia,nilotica,13,450,200,-3.9996008,39.3985359,160.317,1.592,3422,2505,512.5,728,817.5,1560,2219.5,2507,2385,2804,2569.5,0.489461358,1.136775691,-0.178577579,0.968766471,0.312302839,-0.373745484,1.917431193,0.528846154,0.696960842,-0.024539877,0.888215488,2.298989899,0.137418337,0.421938089,0.170804235,0.341666667,0.489461358,0.489384952,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,190,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,190,1.313042402,314.9301453,183
5656,pasture_agroforestry,22,3,Kwale,Acacia,nilotica,6,180,40,-3.9996008,39.3984232,147.096,2.293,3064,2131.5,577,810,898,1253.5,1925,2228.5,2065,2535.5,2569.5,0.393857577,0.933152087,-0.19477481,0.71542953,0.165233558,-0.419339896,1.299554566,0.647387316,0.673955614,-0.015846539,1.888888889,3.791842475,0.166753247,0.329661017,0.24212987,0.175668129,0.393857577,0.393791125,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,190,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,190,1.313042402,314.9301453,183
5662,pasture_agroforestry,22,3,Kwale,Acacia,nilotica,32,540,260,-3.9995657,39.3984427,182.795,2.141,3064,2131.5,603.5,824,945,1253.5,1925,2228.5,2208,2535.5,2569.5,0.400570885,0.941764223,-0.162367223,0.731687206,0.140322947,-0.419339896,1.336507937,0.76146789,0.720626632,0.017628759,2.176661264,4.28363047,0.177402597,0.336217223,0.247012987,0.142401276,0.400570885,0.400507373,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,190,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,190,1.313042402,314.9301453,183
5668,pasture_agroforestry,22,3,Kwale,Acacia,nilotica,5,120,300,-3.9995174,39.3984937,193.285,0.797,3064,2131.5,522.5,778,919,1253.5,1925,2228.5,2419,2535.5,2569.5,0.449370881,0.933939356,-0.11763633,0.856426974,0.153970081,-0.419339896,1.632208923,0.92979657,0.789490862,0.06317987,2.007473842,4.192825112,0.205974026,0.388550706,0.244311688,0.150219386,0.449370881,0.449303579,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,190,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,190,1.313042402,314.9301453,183
5666,pasture_agroforestry,22,3,Kwale,Acacia,nilotica,5,170,100,-3.9995141,39.3984949,193.333,1.311,3064,2131.5,522.5,778,919,1253.5,1925,2228.5,2419,2535.5,2569.5,0.449370881,0.933939356,-0.11763633,0.856426974,0.153970081,-0.419339896,1.632208923,0.92979657,0.789490862,0.06317987,2.007473842,4.192825112,0.205974026,0.388550706,0.244311688,0.150219386,0.449370881,0.449303579,25.86974684,28.18058482,23.82462264,0.16936227,-1.250418735,190,0.08730756,0.261180986,0.022377402,1.677614244,2.591603115,190,1.313042402,314.9301453,183
5217,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,33,380,420,-3.9912602,39.5944562,-0.749,1.019,2070,1205,405.5,730,582,1105,2554.5,3066,3119,3369.5,3377,0.685490408,1.776237485,0.202158412,1.728619598,0.310017783,-0.303937008,4.359106529,1.822624434,1.506763285,0.442645698,2.771510516,4.108986616,0.069093756,0.617801047,0.412996673,0.346696833,0.685490408,0.685397812,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,8,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,8,2.077056885,63.49055481,174
5208,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,31,290,350,-3.991225,39.5944993,-0.726,0.819,2070,1205,367,674,471,1105,2554.5,3066,3027,3369.5,3377,0.730703259,2.060293406,0.187757504,1.991317422,0.402284264,-0.303937008,5.426751592,1.739366516,1.462318841,0.430529301,2.286277603,3.450315457,0.040712468,0.661319534,0.404306126,0.440180995,0.730703259,0.730598828,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,8,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,8,2.077056885,63.49055481,174
5196,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,45,460,390,-3.9911765,39.594614,-5.83,3.611,1925,1029.5,355,630,433,1016.5,2692.5,3289.5,3498,3548.5,3377,0.779699822,2.231037997,0.290060852,2.34928123,0.402552604,-0.308856026,7.07852194,2.441219872,1.817142857,0.545223633,2.872322194,4.005998286,0.028969359,0.715118992,0.45463324,0.443876045,0.779699822,0.779600661,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.077056885,63.49055481,174
5186,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,32,380,420,-3.9911362,39.5946542,-14.092,2.693,1876.5,1006.5,326,616.5,384.5,960.5,2745,3253.5,3406,3404.5,3468,0.79712439,2.310721933,0.289540937,2.502800171,0.428252788,-0.322876278,7.858257477,2.546069755,1.815081268,0.543796034,3.098090278,4.199652778,0.021311475,0.733997328,0.478105647,0.467568974,0.79712439,0.797019256,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.077056885,63.49055481,174
5216,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,36,730,600,-3.9911222,39.5947404,-4.88,1.767,2064.5,1175,340.5,612.5,381,1073,2778.5,3516.5,3492,3771,3468,0.803253292,2.411440974,0.256906326,2.561024745,0.475928473,-0.316015936,8.165354331,2.254426841,1.691450714,0.496464538,2.464595376,3.523121387,0.01457621,0.738341047,0.441245276,0.508387698,0.803253292,0.803149606,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.077056885,63.49055481,174
5211,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,28,350,240,-3.9911144,39.5947475,-4.825,1.284,2064.5,1175,340.5,612.5,381,1073,2778.5,3516.5,3492,3771,3468,0.803253292,2.411440974,0.256906326,2.561024745,0.475928473,-0.316015936,8.165354331,2.254426841,1.691450714,0.496464538,2.464595376,3.523121387,0.01457621,0.738341047,0.441245276,0.508387698,0.803253292,0.803149606,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.077056885,63.49055481,174
5207,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,24,700,400,-3.991076,39.5947581,-5.37,1.457,2064.5,1175,348,640.5,388.5,1073,2778.5,3516.5,3648,3771,3468,0.807506503,2.418026706,0.277199125,2.602873102,0.46835443,-0.316015936,8.38996139,2.399813607,1.767013805,0.5127514,2.491599708,3.550766983,0.01457621,0.7434143,0.441785136,0.502795899,0.807506503,0.80740649,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,7,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,7,2.074035645,153.3792725,177
5201,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,40,420,100,-3.9910715,39.5949772,68.099,1.538,2071.5,1254.5,500.5,792,782,1187,2667.5,3111,2959,3466,3544.5,0.581929965,1.396139293,0.176423815,1.272803024,0.205688167,-0.271443916,2.783887468,1.49283909,1.428433502,0.404533049,3.655555556,5.350617284,0.105529522,0.513261818,0.413645736,0.225526537,0.581929965,0.581852198,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5177,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,18,400,300,-3.9910539,39.5947716,-23.79999924,3.368,2064.5,1175,348,640.5,388.5,1073,2778.5,3516.5,3648,3771,3468,0.807506503,2.418026706,0.277199125,2.602873102,0.46835443,-0.316015936,8.38996139,2.399813607,1.767013805,0.5127514,2.491599708,3.550766983,0.01457621,0.7434143,0.441785136,0.502795899,0.807506503,0.80740649,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,7,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,7,2.074035645,153.3792725,177
5198,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,30,680,360,-3.9910515,39.5947798,-5.527,1.26,2064.5,1175,348,640.5,388.5,1073,2778.5,3516.5,3648,3771,3468,0.807506503,2.418026706,0.277199125,2.602873102,0.46835443,-0.316015936,8.38996139,2.399813607,1.767013805,0.5127514,2.491599708,3.550766983,0.01457621,0.7434143,0.441785136,0.502795899,0.807506503,0.80740649,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,7,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,7,2.074035645,153.3792725,177
5180,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,40,400,100,-3.9910446,39.594601,15.049,1.688,1876.5,1006.5,351,619.5,446,960.5,2745,3253.5,2914,3404.5,3468,0.73452381,2.085516309,0.21657447,2.016081513,0.365801635,-0.322876278,5.533632287,2.033836543,1.552891021,0.486545084,3.468415938,4.653061224,0.034608379,0.665049852,0.482586521,0.408745445,0.73452381,0.734414522,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,7,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,7,2.074035645,153.3792725,177
5200,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,36,540,260,-3.9910133,39.5948152,-4.981,0.938,2064.5,1175,438,720.5,622.5,1073,2778.5,3516.5,3320,3771,3468,0.684210526,1.788318748,0.233169282,1.721892064,0.265703332,-0.316015936,4.333333333,2.094128611,1.608137564,0.477196885,3.785793563,5.195338513,0.066402735,0.615797283,0.458628757,0.301491146,0.684210526,0.684123764,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,7,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,7,2.074035645,153.3792725,177
5209,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,45,450,100,-3.9910008,39.5949647,68.512,1.677,2071.5,1254.5,364.5,644.5,470,1187,2667.5,3111,3186,3466,3544.5,0.742888403,2.074390896,0.211982882,2.071942711,0.432709716,-0.271443916,5.778723404,1.684077506,1.53801593,0.434973539,2.064853556,3.211994421,0.039550141,0.675537868,0.390253046,0.465459141,0.742888403,0.742786818,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5206,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,45,450,100,-3.9909829,39.5949972,68.77,1.677,2124.5,1296,537,822,815,1212,2685,3118.5,2966,3527.5,3544.5,0.568897117,1.404230317,0.165307927,1.225344674,0.195855945,-0.273490184,2.639263804,1.447194719,1.396093198,0.391834819,3.710327456,5.410579345,0.103538175,0.49814729,0.409310987,0.216171617,0.568897117,0.568821896,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5195,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,40,400,100,-3.9909825,39.5950089,68.874,1.424,2124.5,1296,359,681,521.5,1212,2685,3118.5,3370,3527.5,3544.5,0.731979956,1.870321733,0.226681227,1.999542088,0.398327084,-0.273490184,5.462128476,1.780528053,1.58625559,0.44449207,2.133236785,3.368573497,0.060521415,0.670156452,0.38744879,0.428960396,0.731979956,0.73188592,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5187,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,28,600,330,-3.9909823,39.5948163,-5.137,1.149,2197.5,1286.5,377.5,701.5,455,1155.5,2834.5,3559.5,3732,3778,3468,0.782660616,2.255799546,0.258790792,2.374210726,0.434958088,-0.310766478,7.202197802,2.229770662,1.698293515,0.487297001,2.396859386,3.507494647,0.027341683,0.717931865,0.424448756,0.471570749,0.782660616,0.782567164,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,7,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,7,2.074035645,153.3792725,177
5183,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,25,230,110,-3.9909792,39.5949569,-15.28,1.164,2124.5,1296,537,822,815,1212,2685,3118.5,2966,3527.5,3544.5,0.568897117,1.404230317,0.165307927,1.225344674,0.195855945,-0.273490184,2.639263804,1.447194719,1.396093198,0.391834819,3.710327456,5.410579345,0.103538175,0.49814729,0.409310987,0.216171617,0.568897117,0.568821896,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5210,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,45,450,250,-3.9909785,39.5949856,-4.803,2.435,2124.5,1296,537,822,815,1212,2685,3118.5,2966,3527.5,3544.5,0.568897117,1.404230317,0.165307927,1.225344674,0.195855945,-0.273490184,2.639263804,1.447194719,1.396093198,0.391834819,3.710327456,5.410579345,0.103538175,0.49814729,0.409310987,0.216171617,0.568897117,0.568821896,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5212,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,45,400,100,-3.9909761,39.595003,68.737,4.258,2124.5,1296,359,681,521.5,1212,2685,3118.5,3370,3527.5,3544.5,0.731979956,1.870321733,0.226681227,1.999542088,0.398327084,-0.273490184,5.462128476,1.780528053,1.58625559,0.44449207,2.133236785,3.368573497,0.060521415,0.670156452,0.38744879,0.428960396,0.731979956,0.73188592,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5190,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,50,420,300,-3.990975,39.5950108,68.825,3.418,2124.5,1296,359,681,521.5,1212,2685,3118.5,3370,3527.5,3544.5,0.731979956,1.870321733,0.226681227,1.999542088,0.398327084,-0.273490184,5.462128476,1.780528053,1.58625559,0.44449207,2.133236785,3.368573497,0.060521415,0.670156452,0.38744879,0.428960396,0.731979956,0.73188592,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5203,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,50,400,300,-3.9908936,39.5949161,-24.733,4.284,2124.5,1296,476,738.5,713,1212,2685,3118.5,2962,3527.5,3544.5,0.611972789,1.531599019,0.164651529,1.389363927,0.259220779,-0.273490184,3.1542777,1.443894389,1.394210402,0.391263504,2.951903808,4.426853707,0.088268156,0.541797157,0.401713222,0.290264026,0.611972789,0.611889539,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
